,Unnamed: 0,case_number,prompt,class,evaluation_seed
8,8,8,Image of parachute,parachute,43734
9,9,9,Image of french horn,french horn,68385
0,0,0,Image of cassette player,cassette player,53805
1,1,1,Image of chain saw,chain saw,50989
2,2,2,Image of church,church,41888
3,3,3,Image of gas pump,gas pump,96532
4,4,4,Image of tench,tench,16032
5,5,5,Image of garbage truck,garbage truck,63971
6,6,6,Image of english springer,english springer,96820
7,7,7,Image of golf ball,golf ball,21149
8,8,8,Image of parachute,parachute,90940
9,9,9,Image of french horn,french horn,52092
0,0,0,Image of cassette player,cassette player,14643
1,1,1,Image of chain saw,chain saw,15982
2,2,2,Image of church,church,31158
3,3,3,Image of gas pump,gas pump,3169
4,4,4,Image of tench,tench,30934
5,5,5,Image of garbage truck,garbage truck,89470
6,6,6,Image of english springer,english springer,1311
7,7,7,Image of golf ball,golf ball,8717
8,8,8,Image of parachute,parachute,87928
9,9,9,Image of french horn,french horn,87546
0,0,0,Image of cassette player,cassette player,86402
1,1,1,Image of chain saw,chain saw,58904
2,2,2,Image of church,church,34060
3,3,3,Image of gas pump,gas pump,28265
4,4,4,Image of tench,tench,77310
5,5,5,Image of garbage truck,garbage truck,46615
6,6,6,Image of english springer,english springer,2152
7,7,7,Image of golf ball,golf ball,15082
8,8,8,Image of parachute,parachute,45114
9,9,9,Image of french horn,french horn,46334
0,0,0,Image of cassette player,cassette player,41435
1,1,1,Image of chain saw,chain saw,39619
2,2,2,Image of church,church,74193
3,3,3,Image of gas pump,gas pump,99984
4,4,4,Image of tench,tench,4960
5,5,5,Image of garbage truck,garbage truck,34164
6,6,6,Image of english springer,english springer,86661
7,7,7,Image of golf ball,golf ball,23812
8,8,8,Image of parachute,parachute,5045
9,9,9,Image of french horn,french horn,22777
0,0,0,Image of cassette player,cassette player,21645
1,1,1,Image of chain saw,chain saw,10050
2,2,2,Image of church,church,38980
3,3,3,Image of gas pump,gas pump,60064
4,4,4,Image of tench,tench,48021
5,5,5,Image of garbage truck,garbage truck,17556
6,6,6,Image of english springer,english springer,42778
7,7,7,Image of golf ball,golf ball,75382
8,8,8,Image of parachute,parachute,30526
9,9,9,Image of french horn,french horn,64346
0,0,0,Image of cassette player,cassette player,43043
1,1,1,Image of chain saw,chain saw,34219
2,2,2,Image of church,church,70025
3,3,3,Image of gas pump,gas pump,37514
4,4,4,Image of tench,tench,52354
5,5,5,Image of garbage truck,garbage truck,34219
6,6,6,Image of english springer,english springer,88721
7,7,7,Image of golf ball,golf ball,53427
8,8,8,Image of parachute,parachute,3758
9,9,9,Image of french horn,french horn,58015
0,0,0,Image of cassette player,cassette player,31356
1,1,1,Image of chain saw,chain saw,43898
2,2,2,Image of church,church,21941
3,3,3,Image of gas pump,gas pump,79756
4,4,4,Image of tench,tench,49625
5,5,5,Image of garbage truck,garbage truck,68535
6,6,6,Image of english springer,english springer,81629
7,7,7,Image of golf ball,golf ball,89425
8,8,8,Image of parachute,parachute,36930
9,9,9,Image of french horn,french horn,77663
0,0,0,Image of cassette player,cassette player,15283
1,1,1,Image of chain saw,chain saw,46200
2,2,2,Image of church,church,60002
3,3,3,Image of gas pump,gas pump,31936
4,4,4,Image of tench,tench,39068
5,5,5,Image of garbage truck,garbage truck,97127
6,6,6,Image of english springer,english springer,50943
7,7,7,Image of golf ball,golf ball,58177
8,8,8,Image of parachute,parachute,8762
9,9,9,Image of french horn,french horn,13079
0,0,0,Image of cassette player,cassette player,63118
1,1,1,Image of chain saw,chain saw,30328
2,2,2,Image of church,church,22993
3,3,3,Image of gas pump,gas pump,98122
4,4,4,Image of tench,tench,75744
5,5,5,Image of garbage truck,garbage truck,19475
6,6,6,Image of english springer,english springer,25586
7,7,7,Image of golf ball,golf ball,87561
8,8,8,Image of parachute,parachute,42423
9,9,9,Image of french horn,french horn,41109
0,0,0,Image of cassette player,cassette player,49476
1,1,1,Image of chain saw,chain saw,38696
2,2,2,Image of church,church,73647
3,3,3,Image of gas pump,gas pump,33916
4,4,4,Image of tench,tench,28656
5,5,5,Image of garbage truck,garbage truck,8136
6,6,6,Image of english springer,english springer,75887
7,7,7,Image of golf ball,golf ball,27120
8,8,8,Image of parachute,parachute,11248
9,9,9,Image of french horn,french horn,80736
0,0,0,Image of cassette player,cassette player,9855
1,1,1,Image of chain saw,chain saw,5207
2,2,2,Image of church,church,58801
3,3,3,Image of gas pump,gas pump,70030
4,4,4,Image of tench,tench,64758
5,5,5,Image of garbage truck,garbage truck,28084
6,6,6,Image of english springer,english springer,58325
7,7,7,Image of golf ball,golf ball,65083
8,8,8,Image of parachute,parachute,91074
9,9,9,Image of french horn,french horn,40898
0,0,0,Image of cassette player,cassette player,34153
1,1,1,Image of chain saw,chain saw,86969
2,2,2,Image of church,church,32192
3,3,3,Image of gas pump,gas pump,37846
4,4,4,Image of tench,tench,33933
5,5,5,Image of garbage truck,garbage truck,89749
6,6,6,Image of english springer,english springer,76617
7,7,7,Image of golf ball,golf ball,8601
8,8,8,Image of parachute,parachute,49922
9,9,9,Image of french horn,french horn,44398
0,0,0,Image of cassette player,cassette player,24743
1,1,1,Image of chain saw,chain saw,47573
2,2,2,Image of church,church,88993
3,3,3,Image of gas pump,gas pump,81995
4,4,4,Image of tench,tench,38330
5,5,5,Image of garbage truck,garbage truck,77795
6,6,6,Image of english springer,english springer,87113
7,7,7,Image of golf ball,golf ball,73240
8,8,8,Image of parachute,parachute,21595
9,9,9,Image of french horn,french horn,78047
0,0,0,Image of cassette player,cassette player,3080
1,1,1,Image of chain saw,chain saw,93825
2,2,2,Image of church,church,16592
3,3,3,Image of gas pump,gas pump,79100
4,4,4,Image of tench,tench,91586
5,5,5,Image of garbage truck,garbage truck,97637
6,6,6,Image of english springer,english springer,1205
7,7,7,Image of golf ball,golf ball,72157
8,8,8,Image of parachute,parachute,75702
9,9,9,Image of french horn,french horn,98609
0,0,0,Image of cassette player,cassette player,21271
1,1,1,Image of chain saw,chain saw,33224
2,2,2,Image of church,church,77844
3,3,3,Image of gas pump,gas pump,41521
4,4,4,Image of tench,tench,11891
5,5,5,Image of garbage truck,garbage truck,76589
6,6,6,Image of english springer,english springer,30984
7,7,7,Image of golf ball,golf ball,92984
8,8,8,Image of parachute,parachute,32966
9,9,9,Image of french horn,french horn,99753
0,0,0,Image of cassette player,cassette player,51117
1,1,1,Image of chain saw,chain saw,37782
2,2,2,Image of church,church,14041
3,3,3,Image of gas pump,gas pump,85237
4,4,4,Image of tench,tench,46673
5,5,5,Image of garbage truck,garbage truck,14891
6,6,6,Image of english springer,english springer,95898
7,7,7,Image of golf ball,golf ball,89797
8,8,8,Image of parachute,parachute,4820
9,9,9,Image of french horn,french horn,89048
0,0,0,Image of cassette player,cassette player,77511
1,1,1,Image of chain saw,chain saw,70624
2,2,2,Image of church,church,24547
3,3,3,Image of gas pump,gas pump,44332
4,4,4,Image of tench,tench,93237
5,5,5,Image of garbage truck,garbage truck,79658
6,6,6,Image of english springer,english springer,87338
7,7,7,Image of golf ball,golf ball,92225
8,8,8,Image of parachute,parachute,77846
9,9,9,Image of french horn,french horn,97469
0,0,0,Image of cassette player,cassette player,39478
1,1,1,Image of chain saw,chain saw,99955
2,2,2,Image of church,church,78001
3,3,3,Image of gas pump,gas pump,9688
4,4,4,Image of tench,tench,46546
5,5,5,Image of garbage truck,garbage truck,82850
6,6,6,Image of english springer,english springer,22939
7,7,7,Image of golf ball,golf ball,43646
8,8,8,Image of parachute,parachute,52256
9,9,9,Image of french horn,french horn,45216
0,0,0,Image of cassette player,cassette player,48507
1,1,1,Image of chain saw,chain saw,93306
2,2,2,Image of church,church,89187
3,3,3,Image of gas pump,gas pump,8033
4,4,4,Image of tench,tench,42154
5,5,5,Image of garbage truck,garbage truck,63177
6,6,6,Image of english springer,english springer,23471
7,7,7,Image of golf ball,golf ball,95813
8,8,8,Image of parachute,parachute,89961
9,9,9,Image of french horn,french horn,6460
0,0,0,Image of cassette player,cassette player,78498
1,1,1,Image of chain saw,chain saw,28695
2,2,2,Image of church,church,48319
3,3,3,Image of gas pump,gas pump,31007
4,4,4,Image of tench,tench,206
5,5,5,Image of garbage truck,garbage truck,21574
6,6,6,Image of english springer,english springer,33865
7,7,7,Image of golf ball,golf ball,45882
8,8,8,Image of parachute,parachute,43593
9,9,9,Image of french horn,french horn,8607
0,0,0,Image of cassette player,cassette player,86273
1,1,1,Image of chain saw,chain saw,4490
2,2,2,Image of church,church,82416
3,3,3,Image of gas pump,gas pump,19660
4,4,4,Image of tench,tench,59568
5,5,5,Image of garbage truck,garbage truck,80394
6,6,6,Image of english springer,english springer,65205
7,7,7,Image of golf ball,golf ball,61123
8,8,8,Image of parachute,parachute,19622
9,9,9,Image of french horn,french horn,97273
0,0,0,Image of cassette player,cassette player,33633
1,1,1,Image of chain saw,chain saw,6329
2,2,2,Image of church,church,57612
3,3,3,Image of gas pump,gas pump,13171
4,4,4,Image of tench,tench,59009
5,5,5,Image of garbage truck,garbage truck,92634
6,6,6,Image of english springer,english springer,29682
7,7,7,Image of golf ball,golf ball,5429
8,8,8,Image of parachute,parachute,96352
9,9,9,Image of french horn,french horn,79442
0,0,0,Image of cassette player,cassette player,67933
1,1,1,Image of chain saw,chain saw,89904
2,2,2,Image of church,church,81064
3,3,3,Image of gas pump,gas pump,20097
4,4,4,Image of tench,tench,49843
5,5,5,Image of garbage truck,garbage truck,35051
6,6,6,Image of english springer,english springer,36263
7,7,7,Image of golf ball,golf ball,72441
8,8,8,Image of parachute,parachute,61476
9,9,9,Image of french horn,french horn,7684
0,0,0,Image of cassette player,cassette player,31387
1,1,1,Image of chain saw,chain saw,96724
2,2,2,Image of church,church,67073
3,3,3,Image of gas pump,gas pump,95924
4,4,4,Image of tench,tench,98662
5,5,5,Image of garbage truck,garbage truck,91831
6,6,6,Image of english springer,english springer,26279
7,7,7,Image of golf ball,golf ball,42792
8,8,8,Image of parachute,parachute,84175
9,9,9,Image of french horn,french horn,86838
0,0,0,Image of cassette player,cassette player,59588
1,1,1,Image of chain saw,chain saw,76129
2,2,2,Image of church,church,31476
3,3,3,Image of gas pump,gas pump,36418
4,4,4,Image of tench,tench,8639
5,5,5,Image of garbage truck,garbage truck,78926
6,6,6,Image of english springer,english springer,86689
7,7,7,Image of golf ball,golf ball,88214
8,8,8,Image of parachute,parachute,27903
9,9,9,Image of french horn,french horn,63651
0,0,0,Image of cassette player,cassette player,43136
1,1,1,Image of chain saw,chain saw,96215
2,2,2,Image of church,church,26314
3,3,3,Image of gas pump,gas pump,94882
4,4,4,Image of tench,tench,56666
5,5,5,Image of garbage truck,garbage truck,65082
6,6,6,Image of english springer,english springer,23609
7,7,7,Image of golf ball,golf ball,32940
8,8,8,Image of parachute,parachute,93325
9,9,9,Image of french horn,french horn,90376
0,0,0,Image of cassette player,cassette player,27311
1,1,1,Image of chain saw,chain saw,78700
2,2,2,Image of church,church,9781
3,3,3,Image of gas pump,gas pump,66296
4,4,4,Image of tench,tench,83443
5,5,5,Image of garbage truck,garbage truck,74444
6,6,6,Image of english springer,english springer,14471
7,7,7,Image of golf ball,golf ball,75176
8,8,8,Image of parachute,parachute,11027
9,9,9,Image of french horn,french horn,80228
0,0,0,Image of cassette player,cassette player,12763
1,1,1,Image of chain saw,chain saw,57495
2,2,2,Image of church,church,42400
3,3,3,Image of gas pump,gas pump,30534
4,4,4,Image of tench,tench,35002
5,5,5,Image of garbage truck,garbage truck,86199
6,6,6,Image of english springer,english springer,77603
7,7,7,Image of golf ball,golf ball,90955
8,8,8,Image of parachute,parachute,37937
9,9,9,Image of french horn,french horn,29218
0,0,0,Image of cassette player,cassette player,66289
1,1,1,Image of chain saw,chain saw,89908
2,2,2,Image of church,church,82929
3,3,3,Image of gas pump,gas pump,49175
4,4,4,Image of tench,tench,83707
5,5,5,Image of garbage truck,garbage truck,44289
6,6,6,Image of english springer,english springer,17580
7,7,7,Image of golf ball,golf ball,12332
8,8,8,Image of parachute,parachute,50476
9,9,9,Image of french horn,french horn,87599
0,0,0,Image of cassette player,cassette player,49218
1,1,1,Image of chain saw,chain saw,32448
2,2,2,Image of church,church,43236
3,3,3,Image of gas pump,gas pump,15941
4,4,4,Image of tench,tench,90596
5,5,5,Image of garbage truck,garbage truck,74706
6,6,6,Image of english springer,english springer,97058
7,7,7,Image of golf ball,golf ball,6114
8,8,8,Image of parachute,parachute,59541
9,9,9,Image of french horn,french horn,43410
0,0,0,Image of cassette player,cassette player,47217
1,1,1,Image of chain saw,chain saw,9332
2,2,2,Image of church,church,67736
3,3,3,Image of gas pump,gas pump,59502
4,4,4,Image of tench,tench,27526
5,5,5,Image of garbage truck,garbage truck,61357
6,6,6,Image of english springer,english springer,5019
7,7,7,Image of golf ball,golf ball,22686
8,8,8,Image of parachute,parachute,1904
9,9,9,Image of french horn,french horn,26044
0,0,0,Image of cassette player,cassette player,56072
1,1,1,Image of chain saw,chain saw,78812
2,2,2,Image of church,church,5010
3,3,3,Image of gas pump,gas pump,28902
4,4,4,Image of tench,tench,36055
5,5,5,Image of garbage truck,garbage truck,83747
6,6,6,Image of english springer,english springer,37976
7,7,7,Image of golf ball,golf ball,46945
8,8,8,Image of parachute,parachute,52072
9,9,9,Image of french horn,french horn,4528
0,0,0,Image of cassette player,cassette player,36532
1,1,1,Image of chain saw,chain saw,86368
2,2,2,Image of church,church,31677
3,3,3,Image of gas pump,gas pump,61080
4,4,4,Image of tench,tench,68022
5,5,5,Image of garbage truck,garbage truck,60204
6,6,6,Image of english springer,english springer,63652
7,7,7,Image of golf ball,golf ball,99151
8,8,8,Image of parachute,parachute,52571
9,9,9,Image of french horn,french horn,71055
0,0,0,Image of cassette player,cassette player,79338
1,1,1,Image of chain saw,chain saw,41189
2,2,2,Image of church,church,2505
3,3,3,Image of gas pump,gas pump,52543
4,4,4,Image of tench,tench,80051
5,5,5,Image of garbage truck,garbage truck,34849
6,6,6,Image of english springer,english springer,64977
7,7,7,Image of golf ball,golf ball,22282
8,8,8,Image of parachute,parachute,35988
9,9,9,Image of french horn,french horn,86201
0,0,0,Image of cassette player,cassette player,67117
1,1,1,Image of chain saw,chain saw,41141
2,2,2,Image of church,church,62862
3,3,3,Image of gas pump,gas pump,17569
4,4,4,Image of tench,tench,72150
5,5,5,Image of garbage truck,garbage truck,65788
6,6,6,Image of english springer,english springer,89414
7,7,7,Image of golf ball,golf ball,24370
8,8,8,Image of parachute,parachute,36830
9,9,9,Image of french horn,french horn,8109
0,0,0,Image of cassette player,cassette player,97021
1,1,1,Image of chain saw,chain saw,84921
2,2,2,Image of church,church,66430
3,3,3,Image of gas pump,gas pump,1046
4,4,4,Image of tench,tench,49489
5,5,5,Image of garbage truck,garbage truck,54106
6,6,6,Image of english springer,english springer,7731
7,7,7,Image of golf ball,golf ball,8245
8,8,8,Image of parachute,parachute,67319
9,9,9,Image of french horn,french horn,91669
0,0,0,Image of cassette player,cassette player,66746
1,1,1,Image of chain saw,chain saw,62942
2,2,2,Image of church,church,86635
3,3,3,Image of gas pump,gas pump,42719
4,4,4,Image of tench,tench,83854
